OF_DEPARTURE_COUNTRY,OF_DEPLV2,OF_DEPLV1,OF_DEPLV0,OF_DEPARTURE_CITY,OF_DEPARTURE_ZIPCODE,OF_DEPARTURE_COORDINATE_X,OF_DEPARTURE_COORDINATE_Y,OF_ARRIVAL_COUNTRY,OF_ARRLV2,OF_ARRLV1,OF_ARRLV0,OF_ARRIVAL_CITY,OF_ARRIVAL_ZIPCODE,OF_ARRIVAL_COORDINATE_X,OF_ARRIVAL_COORDINATE_Y,OF_WEIGHT,OF_VOLUME,OF_LENGTH,OF_GOODS_KND,OF_TAIL_LIFT,OF_PALLETS_EXCHANGE,OF_NB_PALLETS
I,1,LOM,24,TREVIGLIO,24047,959413,4552859,F,RA,74,,SEYNOD,74600,610087,4588886,11000,0,76,MG,N,N,0
F,AL,67,,WISCHES,67130,726460,4850952,F,RP,77,,SAVIGNY-LE-TEMPLE,77176,257023,4859450,450,0,13,MG,N,N,0
B,AN,24,,GEEL,2440,498912,5116627,F,NP,2,,BRENELLE,2220,354304,4936664,2000,0,30,MG,N,N,0
F,NP,59,,HOUPLINES,59116,291016,5069140,F,NO,27,,HEUDEBOUVILLE,27400,123981,4919422,6000,0,80,MG,N,N,0
F,BF,21,,MARCILLY-SUR-TILLE,21120,513009,4751918,F,OC,34,,FRONTIGNAN,34110,375840,4344456,500,0,85,MG,N,N,0
B,HT,70,,GHLIN [MONS],7011,391312,5047446,NL,GR,97,,GRONINGEN,9711,657466,5321711,25000,0,136,MG,N,N,0
F,BF,89,,FOUCH�RES,89150,313918,4816763,F,NO,76,,LE GRAND-QUEVILLY,76120,104823,4940787,18000,0,130,MG,N,N,0
F,NP,59,,LILLE,59000,306280,5063717,F,PL,85,,SAINTE-HERMINE,85210,-106062,4655993,3500,0,50,MG,N,N,0
F,NP,59,,LILLE,59000,306280,5063717,F,PR,13,,AIX-EN-PROVENCE,13090,544627,4352641,27500,0,136,MG,N,N,0
F,BF,21,,DIJON,21000,504419,4732639,F,AU,15,,AURILLAC,15000,244510,4492778,27000,0,130,BE,N,N,0
F,AU,3,,DIOU,3290,374681,4653342,F,BF,21,,DRAMBON,21270,536132,4733694,24000,0,136,TE,N,N,0
D,ON,31,,REHBURG-LOCCUM,31547,922622,5247909,B,WV,84,,MIDDELKERKE,8430,281535,5118463,20000,0,136,MG,N,N,0
F,RP,78,,VERSAILLES,78000,214090,4880566,B,AN,20,,ANTWERPEN,2000,440248,5121823,24000,0,136,MG,N,N,0
F,BF,25,,�TALANS,25580,626908,4715039,F,RP,93,,MONTREUIL,93100,244272,4886460,25000,0,136,MG,N,N,0
F,AU,63,,THIERS,63300,354823,4585522,F,MP,32,,MIRANDE,32300,39918,4351395,27000,0,120,MG,N,Y,0
F,AQ,33,,BORDEAUX,33000,-58449,4483817,F,MP,31,,TOULOUSE,31000,145611,4360106,4000,0,60,MG,N,N,0
F,RA,26,,MONT�LIMAR,26200,474812,4455610,P,NO,44,,VALONGO,4445-228,-852678,4124079,3000,0,60,MG,N,N,0
F,NO,61,,ALEN�ON,61000,9256,4843161,GB,7,WA,,RUNCORN,WA7 1,-270325,5334117,25000,0,134,MG,N,N,0
F,RA,42,,MONTBRISON,42600,406567,4560738,F,CH,51,,FISMES,51170,368150,4930851,3900,0,36,MG,N,N,0
F,RA,1,,MONTMERLE-SUR-SA�NE,1090,476179,4608538,F,RA,73,,AIX-LES-BAINS,73100,590899,4569288,2200,0,36,MG,N,N,0
F,RP,78,,GARANCI�RES,78890,175383,4882133,F,BR,29,,BREST,29200,-449372,4839807,350,0,28,MG,N,N,0
F,RA,26,,MONT�LIMAR,26200,474812,4455611,F,MP,81,,MAZAMET,81200,237836,4349394,10000,1200,150,MG,N,N,0
E,E2,B,8,SANT QUIRZE DEL VALL�S,8192,208003,4153111,F,RP,92,,GENNEVILLIERS,92230,229679,4892758,6000,0,60,MG,N,N,0
D,WF,33,,BIELEFELD,33699,862317,5199262,D,BW,71,,MAGSTADT,71106,896570,4874251,19300,0,110,MG,N,N,0
F,AL,88,,�PINAL,88000,644970,4817569,F,NP,62,,LILLERS,62190,248083,5056332,10000,0,136,MG,N,N,0
D,RL,53,,LOHMAR,53797,721152,5084090,NL,ZH,31,,MAASSLUIS,3142,425110,5192447,5800,0,72,MG,N,N,0
F,RA,69,,SAINT-PIERRE-DE-CHANDIEU,69780,502343,4564676,F,CE,37,,JOU�-L�S-TOURS,37300,66255,4735095,5900,0,32,MG,N,N,0
F,AL,88,,SAINT-DI�-DES-VOSGES,88100,694967,4828771,B,OV,90,,GENT,9000,372860,5105561,1000,0,15,MG,N,N,0
F,PL,49,,MONTREUIL-BELLAY,49260,-15239,4713165,F,PC,17,,ROCHEFORT,17300,-96615,4594236,200,0,12,MG,N,N,0
F,OC,30,,BEAUCAIRE,30300,463843,4380853,F,AQ,64,,SAINT-P�E-SUR-NIVELLE,64310,-155059,4335597,6000,0,60,MG,N,N,0
PL,6,6,62,KALISZ,62-800,1810170,5177185,PL,7,7,78,KO?OBRZEG,78-100,1555897,5414308,1800,0,43,MG,Y,Y,7
F,CH,51,,VATRY,51320,424451,4882175,F,PC,79,,PARTHENAY,79200,-24585,4664569,5000,0,90,MG,N,N,0
F,RP,95,,PERSAN,95340,227641,4915101,F,NP,59,,FORT-MARDYCK,59430,230444,5102812,700,0,100,MG,N,N,0
F,PL,85,,MORTAGNE-SUR-S�VRE,85290,-95391,4699482,F,BR,56,,MUZILLAC,56190,-248166,4755402,10000,0,110,MG,N,N,0
B,HT,75,,TOURNAI,7500,338677,5060610,F,NO,50,,PERCY,50410,-118986,4891630,500,0,12,MG,N,N,0
F,RP,77,,LIEUSAINT,77127,255228,4863162,F,BF,71,,CUISERY,71290,499821,4655835,15000,0,136,MG,N,N,0
F,PL,85,,OLONNE-SUR-MER,85340,-177538,4652170,F,MP,46,,ESPEYROUX,46120,192377,4476236,500,0,20,MG,N,N,0
E,E8,PO,36,O PORRI�O,36400,-861773,4215984,F,RP,77,,TOURNAN-EN-BRIE,77220,276832,4874107,20000,0,134,MG,N,N,0
F,NP,60,,VILLERS-SAINT-S�PULCRE,60134,221556,4936572,F,PL,53,,PARIGN�-SUR-BRAYE,53100,-65287,4831507,300,0,30,MG,N,N,0
NL,ZH,31,,HOOGVLIET [ROTTERDAM],3196,438103,5187742,NL,GR,96,,WINSCHOTEN,9671,704513,5314656,2000,0,10,MG,N,N,0
F,AQ,64,,BAYONNE,64100,-147468,4349265,I,8,CAM,80,NAPOLI,80100,1424429,4085262,24000,0,136,MG,N,N,0
F,RA,1,,BOURG-EN-BRESSE,1000,522758,4620797,F,NO,76,,ROUEN,76100,108933,4944037,10000,0,136,MG,N,N,0
F,AL,88,,VITTEL,88800,594870,4820109,D,WF,59,,B�NEN,59199,775751,5159854,24000,0,136,MG,N,N,0
D,BW,74,,HEILBRONN,74076,922573,4915285,D,SA,6,,BENNSTEDT,6179,1182543,5148264,4900,0,25,MG,N,N,0
D,HE,36,,LAUTERBACH,36341,939810,5063484,D,BW,77,,SEEBACH,77889,820280,4857501,25500,0,136,MG,N,N,0
F,NO,76,,HARFLEUR,76700,19550,4950965,F,PR,84,,VED�NE,84270,490578,4397918,24000,0,134,MG,N,N,0
F,BR,35,,REDON,35600,-208589,4765102,F,NO,14,,SAINT-ANDR�-SUR-ORNE,14320,-38137,4911654,28000,0,130,MG,N,N,0
E,E3,V,46,BENIFAI�,46450,-42601,3928515,F,MP,31,,AUSSON,31210,59377,4308218,6500,0,50,MG,N,N,0
F,AQ,33,,BORDEAUX,33100,-54919,4484449,I,2,VEN,35,PADOVA,35133,1189317,4543236,24000,0,136,MG,N,N,0
F,AL,57,,FAULQUEMONT,57380,659651,4905292,F,RP,92,,VILLENEUVE-LA-GARENNE,92390,232905,4893409,2000,0,56,MG,N,N,0
F,BF,71,,LOUHANS,71500,522378,4662945,F,NO,76,,SAINT-NICOLAS-D'ALIERMONT,76510,121978,4987933,2500,0,13,MG,N,N,0
F,PR,13,,GARDANNE,13120,547400,4345420,NL,ZH,28,,GOUDA,2802,469907,5200613,25000,0,136,MG,N,N,0
NL,GL,65,,NIJMEGEN,6512,585518,5183954,D,WN,21,,JORK,21635,967954,5353051,2000,0,20,TD,N,N,0
D,PS,67,,WORMS,67547,836262,4963015,D,BW,76,,WEINGARTEN,76356,852837,4905207,3900,0,30,MG,N,N,0
F,RA,38,,SAINT-QUENTIN-FALLAVIER,38070,511080,4563261,F,NO,27,,THUIT-H�BERT,27520,83219,4932258,4000,0,36,MG,N,Y,0
B,AN,20,,ANVERS,2030,439738,5122172,D,RL,41,,NEUSS,41460,669027,5120324,25000,0,136,MG,N,N,0
D,HE,65,,FRANKFURT AM MAIN,65929,854691,5010315,D,RL,50,,K�LN,50735,696596,5098048,24000,0,136,MG,N,N,0
F,PL,44,,NANTES,44100,-155777,4721143,F,PC,86,,MONTMORILLON,86500,86869,4642295,14600,0,60,MG,N,N,0
D,BW,77,,RHEINAU,77866,794007,4866596,F,NP,59,,STEENE,59380,236807,5095354,22412,0,130,MG,N,N,0
B,LG,48,,VERVIERS,4801,589338,5059056,B,WV,85,,WEVELGEM,8560,317634,5081233,2000,0,44,MG,N,N,0
F,PL,44,,NANTES,44100,-155777,4721143,I,1,LOM,23,CALOLZIOCORTE,23801,943474,4579732,25000,0,136,MG,N,N,0
F,NO,27,,LOUVIERS,27400,116935,4921618,F,MP,31,,TOULOUSE,31100,144868,4360573,25000,0,134,MG,N,N,0
F,NO,76,,T�TES,76890,104590,4967949,F,OC,34,,MAUGUIO,34130,400705,4361803,24000,0,136,TD,N,N,0
E,E2,B,8,CARDEDEU,8440,236032,4163881,F,MP,31,,TOULOUSE,31100,140205,4357594,3000,0,65,MG,N,N,0
D,SH,23,,WISMAR,23970,1147379,5389330,D,MV,19,,SCHWERIN,19057,1133581,5365345,24000,0,136,MG,N,N,0
I,1,LOM,20,MILANO,20121,918102,4546895,F,BF,58,,NEVERS,58000,315727,4698895,24000,0,136,MG,N,N,0
I,1,LOM,24,BAGNATICA,24060,978094,4566215,F,BF,71,,ROMAN�CHE-THORINS,71570,473424,4618920,4000,0,28,MG,N,N,0
F,PL,85,,VOUVANT,85120,-77177,4657396,B,NA,56,,MARIEMBOURG [COUVIN],5660,451810,5009611,24000,0,136,MG,N,N,0
F,CE,36,,CH�TEAUROUX,36000,169660,4681249,F,NP,62,,BAPAUME,62450,284948,5010313,4300,0,30,MG,N,Y,0
D,HE,35,,HERBORN,35745,830306,5068192,D,WN,27,,B�CKEN,27333,913390,5277822,25000,0,140,MG,N,N,0
D,RL,52,,AACHEN,52080,614866,5078394,D,BW,70,,LEINFELDEN-ECHTERDINGEN,70629,919091,4868947,24000,0,136,MG,N,N,0
F,PC,86,,POITIERS,86000,34169,4658056,F,RP,91,,MASSY,91300,227326,4873029,6000,0,30,MG,N,N,0
F,PR,6,,CARROS,6510,719176,4376681,F,PR,13,,VITROLLES,13127,525302,4344996,1000,0,32,MG,Y,N,0
F,AQ,47,,DAMAZAN,47160,27392,4429048,F,NO,76,,LE HAVRE,76620,10138,4949352,9000,0,55,MG,N,N,0
F,NP,60,,RIB�COURT-DRESLINCOURT,60170,292448,4951462,D,WF,48,,OCHTRUP,48607,718709,5220760,24000,0,136,MG,N,N,0
F,AQ,40,,LABOUHEYRE,40210,-91944,4421349,D,HE,64,,DARMSTADT,64283,864969,4987264,24000,0,136,MG,N,N,0
F,NO,76,,ROUEN,76100,108933,4944037,F,NO,14,,CAEN,14000,-36108,4918436,2200,0,12,MG,N,N,0
D,SB,86,,MERTINGEN,86690,1080985,4865711,D,BW,77,,LAHR/SCHWARZWALD,77933,786204,4834026,20000,0,136,MG,N,N,0
D,HE,35,,GIESSEN,35398,866142,5058907,D,BW,71,,VAIHINGEN AN DER ENZ,71665,896037,4893270,5000,0,70,MG,N,N,0
F,NP,59,,LILLE,59000,306155,5062817,E,E1,HU,22,BENASQUE,22440,52163,4260305,20000,0,136,MG,N,N,0
F,RA,38,,PONT-DE-CH�RUY,38230,517490,4575303,F,BF,71,,MONTCEAU-LES-MINES,71300,436432,4666964,26000,0,120,MG,N,N,0
F,BF,71,,CHALON-SUR-SA�NE,71100,484929,4679067,F,RA,74,,ANTHY-SUR-L�MAN,74200,642652,4635501,6595,360,60,MG,N,N,0
D,WN,49,,BAD ESSEN,49152,834433,5231953,D,ON,37,,THALWENDEN,37318,1004215,5135516,25000,0,140,MG,N,N,0
D,PS,54,,AUW BEI PR�M,54597,633872,5030019,NL,FR,84,,HEERENVEEN,8448,594328,5296283,22983,0,120,MG,N,N,0
F,AQ,33,,BORDEAUX,33200,-58107,4483661,F,AU,19,,UZERCHE,19140,156594,4542626,25000,0,139,MG,N,N,0
F,RP,77,,LA FERT�-SOUS-JOUARRE,77260,313066,4894943,F,PL,85,,MOUILLERON-LE-CAPTIF,85000,-145890,4671958,700,0,20,MG,N,N,0
F,PL,53,,BALL�E,53340,-41749,4793248,F,BF,39,,DOLE,39100,548830,4708926,2000,0,30,MG,N,N,0
B,HT,60,,CHARLEROI,6000,444344,5041017,D,PS,54,,TRIER,54290,663634,4975735,24000,0,136,MG,N,N,0
I,0,PIE,12,VERDUNO,12060,792018,4466179,I,2,VEN,35,PADOVA,35121,1188097,4540755,15000,0,96,MG,N,N,0
D,HE,35,,GIESSEN,35398,866142,5058907,D,BW,71,,VAIHINGEN AN DER ENZ,71665,896037,4893270,5000,0,70,MG,N,N,0
F,AL,67,,SCHWEIGHOUSE-SUR-MODER,67590,772805,4881902,D,RL,52,,MERZENICH,52399,652469,5082609,24000,0,136,MG,N,N,0
B,WV,83,,ZEEBRUGGE [BRUGGE],8380,319909,5132701,F,NP,59,,BOUSBECQUE,59166,307945,5077167,24000,0,136,MG,N,N,0
F,AL,88,,FERDRUPT,88360,670762,4790752,F,NP,59,,VILLERS-OUTR�AUX,59142,329836,5003233,2000,0,15,MG,N,N,0
F,MP,82,,CASTELSARRASIN,82100,110793,4403975,F,PC,17,,�CHILLAIS,17620,-95560,4590183,2000,0,18,MG,N,N,0
D,NB,97,,CREGLINGEN,97993,1003012,4947054,D,WF,58,,L�DENSCHEID,58513,764694,5123091,7000,0,60,MG,N,N,0
F,NP,59,,BAISIEUX,59780,324053,5061475,F,NP,60,,CREIL,60100,247546,4925953,6000,0,84,MG,N,N,0
F,RA,74,,�VIAN-LES-BAINS,74500,658716,4640141,I,1,LOM,20,SAN GIULIANO MILANESE,20098,928543,4539444,1400,0,16,MG,N,N,0
F,NP,59,,HALLUIN,59250,312400,5078225,F,NO,76,,CL�ON,76410,103336,4931297,6000,0,60,MG,N,N,0
F,RP,78,,AUBERGENVILLE,78410,185093,4896596,F,AU,87,,LIMOGES,87000,125607,4582626,400,0,25,MG,N,N,0
F,AQ,33,,M�RIGNAC,33700,-64764,4484182,I,1,LOM,20,MILANO,20121,918102,4546895,24000,0,136,MG,N,N,0
F,NP,2,,LAON,2000,362483,4956503,F,NO,61,,FLERS,61100,-56801,4874551,1500,0,8,MG,N,N,0
F,CH,10,,TROYES,10000,407601,4829623,F,AQ,33,,BORDEAUX,33200,-58107,4483661,24000,0,136,TD,N,N,0
F,AQ,64,,SAINT-JEAN-DE-LUZ,64500,-166089,4338773,F,OC,11,,NARBONNE,11100,300454,4318827,23000,0,120,MG,N,N,0
F,AQ,33,,LANGON,33210,-24612,4455296,F,BF,25,,PONTARLIER,25300,635217,4690421,2500,0,20,MG,N,N,0
F,PL,44,,CLISSON,44190,-127849,4708956,F,RP,95,,CERGY,95800,207983,4903520,1000,0,10,MG,N,N,0
F,CE,45,,BRAY-EN-VAL,45460,236689,4782946,F,CH,51,,REIMS,51100,403025,4924985,15000,0,134,MG,N,N,0
F,NO,76,,SOTTEVILLE-L�S-ROUEN,76300,109019,4941131,F,RA,38,,SATOLAS-ET-BONCE,38290,513168,4569373,440,0,12,MG,N,N,0
F,AU,19,,BRIVE-LA-GAILLARDE,19100,152584,4515913,F,BR,29,,PLOU�DERN,29800,-424553,4848433,8000,0,40,MG,N,N,0
D,PS,56,,KOBLENZ,56068,759280,5036080,E,E11,GU,19,GUADALAJARA,19005,-315784,4063794,3000,0,30,MG,N,N,0
D,BW,74,,K�NZELSAU,74653,968868,4927979,D,NB,90,,N�RNBERG,90402,1108178,4944951,3500,0,56,MG,N,N,0
D,RL,41,,M�NCHENGLADBACH,41066,645442,5122422,NL,DR,78,,EMMEN,7811,689529,5278242,24500,0,136,MG,N,N,0
F,AQ,40,,AIRE-SUR-L ADOUR,40800,-26316,4370262,F,CH,51,,S�ZANNE,51120,371891,4872324,9000,0,50,MG,N,N,0
F,AU,87,,SAINT-JUNIEN,87200,90100,4588738,F,PC,86,,POITIERS,86000,34169,4658056,10000,0,136,MG,N,N,0
F,RA,42,,VEAUCHE,42340,427731,4556209,F,AQ,33,,BAZAS,33430,-21255,4443291,25000,0,134,MG,N,N,0
GB,5,LE,,MELTON MOWBRAY,LE13 1,-88034,5277001,D,TN,99,,ICHTERSHAUSEN,99334,1096270,5087358,11500,0,78,MG,N,N,0
F,CH,52,,SOULAUCOURT-SUR-MOUZON,52150,567974,4819861,F,OC,34,,B�ZIERS,34500,322945,4334590,27000,0,136,MG,N,N,0
F,AL,67,,HAGUENAU,67500,778939,4881409,B,WV,85,,KORTRIJK,8500,327029,5082746,6700,0,120,MG,N,N,0
F,RA,69,,TOUSSIEU,69780,499177,4565135,F,OC,30,,AL�S,30100,408254,4412122,600,0,12,MG,N,N,0
F,AQ,33,,LIBOURNE,33500,-23496,4491544,F,CE,37,,ESVRES,37320,78573,4728662,1000,0,15,MG,N,N,0
F,PC,86,,POITIERS,86000,34857,4657916,F,PL,72,,LE MANS,72000,19783,4800809,11000,0,70,MG,N,N,0
NL,ZH,31,,ROTTERDAM,3196,438103,5187742,F,PL,44,,MONTOIR-DE-BRETAGNE,44550,-215237,4732749,4000,0,40,MG,N,N,0
F,RA,42,,SAINT-�TIENNE,42000,438911,4544863,F,RP,91,,SAINT-MICHEL-SUR-ORGE,91240,231291,4863312,22000,0,136,MG,N,N,0
D,PS,67,,WORMS,67549,834104,4963920,B,AN,20,,ANTWERPEN,2030,439738,5122173,10000,0,136,MG,N,N,0
F,RA,74,,SALLANCHES,74700,663405,4593848,D,WF,44,,DORTMUND,44137,746023,5151321,24000,400,136,BE,N,N,0
F,NP,59,,DOUAI,59500,307837,5036875,F,PL,44,,SAINT-NAZAIRE,44600,-221241,4727867,27500,0,136,MG,N,N,0
NL,NB,51,,DONGEN,5106,495629,5165125,I,5,MAR,61,GRADARA,61012,1275322,4394615,3500,0,45,MG,N,N,0
D,BW,72,,FREUDENSTADT,72250,841280,4846426,F,BR,22,,SAINT-BRIEUC,22000,-276398,4851548,24000,0,136,MG,N,N,0
F,RA,42,,SAINT-MARTIN-D ESTR�AUX,42620,380891,4620450,F,CE,45,,ORL�ANS,45000,190790,4791025,1000,0,25,MG,N,N,0
F,BF,58,,NEVERS,58000,315727,4698895,NL,OL,74,,DEVENTER,7411,615986,5225100,24000,0,136,MG,N,N,0
D,HE,35,,HERBORN,35745,830306,5068192,F,AL,90,,GRANDVILLARS,90600,697172,4753851,3000,0,16,MG,N,N,0
F,PL,72,,SABL�-SUR-SARTHE,72300,-32873,4783888,F,CE,18,,VIERZON,18100,206979,4722159,4700,0,32,MG,N,N,0
F,NP,62,,BIACHE-SAINT-VAAST,62118,294502,5031017,F,RP,91,,GRIGNY,91350,239302,4865351,25000,0,136,MG,N,N,0
I,0,PIE,12,VILLANOVA MONDOV�,12089,776703,4434828,F,RA,38,,ESTRABLIN,38780,496045,4551683,1000,0,15,MG,N,N,0
F,NO,27,,BOURG-ACHARD,27310,81679,4935499,F,PC,86,,LOUDUN,86200,8308,4701057,25000,0,134,MG,N,N,0
F,BF,58,,LA MACHINE,58260,346229,4689215,F,PC,86,,VENDEUVRE-DU-POITOU,86380,30852,4673588,2000,0,30,MG,N,N,0
NL,UT,38,,HARDERWIJK,3846,563882,5235761,D,HE,36,,FULDA,36039,967013,5057111,5900,0,32,MG,N,N,0
E,E2,B,8,BARCELONA,8002,216997,4138570,F,PL,53,,LAVAL,53000,-77307,4807273,25000,0,120,MG,N,N,0
I,1,LOM,27,PAVIA,27100,915048,4519084,F,RA,42,,SAINT-�TIENNE,42000,438799,4543904,24000,0,136,MG,N,N,0
F,NO,76,,LE TR�PORT,76470,137480,5006008,F,BR,35,,REDON,35600,-208589,4765102,2000,0,35,MG,N,N,0
D,BW,76,,KANDEL,76870,819752,4908174,F,PL,49,,SAUMUR,49400,-7933,4725977,3000,0,40,MG,N,N,0
NL,GL,65,,NIJMEGEN,6512,585770,5184125,NL,FR,86,,SNEEK,8601,566107,5303380,17000,0,136,MG,N,N,0
NL,OL,75,,HENGELO,7551,679011,5226638,F,RP,77,,VILLIERS-SAINT-GEORGES,77560,340666,4864794,24000,0,136,MG,N,N,0
F,AQ,47,,AGEN,47000,62577,4420146,E,E2,B,8,VIC,8500,225751,4193259,24000,500,0,BE,N,N,0
F,OC,66,,PERPIGNAN,66000,288741,4269814,F,MP,31,,TOULOUSE,31100,144868,4360573,15000,0,136,MG,N,N,0
F,RP,91,,BR�TIGNY-SUR-ORGE,91220,230496,4860523,F,BR,22,,CAULNES,22350,-215346,4829099,4300,0,48,MG,N,N,0
B,OV,90,,GENT,9040,374581,5105564,A,1,WI,10,WIEN,1010,1636880,4820253,24000,0,136,MG,N,N,0
F,PL,72,,SOULITR�,72370,45701,4801168,F,OC,34,,SAINT-AUN�S,34130,396355,4363864,5000,0,28,MG,N,Y,7
NL,LB,62,,MAASTRICHT,6247,571928,5081612,F,NO,14,,CAEN,14000,-36825,4918531,24000,0,136,MG,N,N,0
F,RA,38,,BOURGOIN-JALLIEU,38300,528195,4558913,F,PR,13,,MARSEILLE,13001,537248,4329370,20000,0,136,MG,N,N,0
D,WN,26,,SATERLAND,26683,770633,5306840,D,WN,21,,ELMENHORST,21493,1053605,5354701,20500,0,140,MG,N,N,0
F,RA,73,,LA B�THIE,73540,644975,4562659,D,WF,44,,BOCHUM,44787,721087,5148593,12000,0,60,MG,N,N,0
NL,OL,74,,DEVENTER,7418,618499,5224324,NL,DR,79,,MEPPEL,7942,619261,5270671,24000,0,136,MG,N,N,0
F,RP,91,,BR�TIGNY-SUR-ORGE,91220,230496,4860523,F,CE,45,,SAINT-JEAN-DE-LA-RUELLE,45140,187074,4791033,10000,0,134,MG,N,N,0
F,PR,84,,ENTRAIGUES-SUR-LA-SORGUE,84320,492294,4400129,F,PR,13,,ROGNAC,13340,523134,4348844,3100,0,34,MG,N,N,0
F,RA,69,,JONAGE,69330,504449,4579394,F,AQ,33,,ABZAC,33230,-12964,4501603,1400,0,20,MG,N,N,0
F,PL,44,,CH�TEAUBRIANT,44110,-137983,4771732,F,CE,37,,JOU�-L�S-TOURS,37300,66410,4734902,1700,0,10,MG,N,N,0
I,1,LOM,20,MILANO,20121,918768,4547193,F,RP,93,,BOBIGNY,93000,244428,4890803,24000,0,136,MG,N,N,0
F,RP,77,,PONTAULT-COMBAULT,77340,260739,4880056,F,BR,22,,PLOUAGAT,22170,-299971,4853628,25000,0,132,MG,N,N,0
F,NP,59,,RAILLENCOURT SAINTE,59554,319234,5018210,F,AL,57,,LEMUD,57580,636536,4903843,9400,0,68,MG,N,N,0
D,SN,4,,LEIPZIG,4158,1234292,5140424,D,BR,3,,SPREMBERG,3130,1437448,5156784,11000,0,136,MG,N,N,0
I,0,PIE,10,TORINO,10129,766015,4505701,A,1,OO,46,WELS,4600,1402044,4816337,1500,0,30,MG,N,N,0
F,AQ,40,,L�VIGNACQ,40170,-116261,4400712,F,OC,34,,MONTPELLIER,34000,388552,4360996,25500,0,136,MG,N,N,0
D,SA,39,,MAGDEBURG,39126,1165372,5221579,A,3,VB,68,DORNBIRN,6850,973860,4741368,900,0,20,MG,N,N,0
I,4,EMI,41,MODENA,41100,1092525,4464338,B,OV,94,,NINOVE,9402,404278,5082429,2500,0,12,MG,N,N,3
D,ON,37,,HOLZMINDEN,37603,945031,5182727,NL,NH,16,,HOORN,1621,505950,5264246,3000,0,20,MG,N,N,0
D,WF,32,,D�RENTRUP,32694,900074,5204201,D,WN,26,,PAPENBURG,26871,741931,5307438,6500,0,27,MG,N,N,0
B,LX,67,,VIRTON,6760,553459,4956719,F,NP,62,,VITRY-EN-ARTOIS,62490,298058,5032494,24000,0,136,MG,N,N,0
F,BF,70,,AILLEVILLERS [AILLEVILLERS-ET-LYAUMONT],70320,633872,4791892,B,LM,36,,GENK,3600,550488,5096902,25000,0,136,MG,N,N,0
F,MP,65,,BAGN�RES-DE-BIGORRE,65200,14969,4306506,I,1,LOM,20,CONCOREZZO,20049,933400,4559243,24000,0,136,MG,N,N,0
E,E11,M,28,MADRID,28001,-368543,4042455,NL,GL,69,,RIJNWAARDEN,6914,613097,5186774,24000,0,136,MG,N,N,0
F,AL,67,,STRASBOURG,67000,776170,4858697,F,AU,63,,AMBERT,63600,374369,4554878,910,0,27,MG,N,N,0
F,AQ,33,,MIOS,33380,-93696,4460549,F,PC,17,,LES MATHES,17570,-114734,4571717,12000,0,40,MG,N,N,0
D,BW,74,,LEINGARTEN,74211,912253,4914318,D,BW,77,,WOLFACH,77709,822213,4829835,2100,0,32,MG,N,N,0
F,AL,68,,SAINT-LOUIS,68300,756365,4758583,F,NO,76,,ROUEN,76100,108933,4944037,10000,0,135,MG,N,N,0
B,LX,66,,BASTOGNE,6600,571695,5000345,E,E2,B,8,BADALONA,8915,225288,4146266,24000,0,136,MG,N,N,0
F,NO,76,,YVETOT,76190,75411,4961662,F,AL,67,,ERSTEIN,67150,766296,4842110,25000,0,134,MG,N,N,0
F,RA,69,,BRIGNAIS,69530,475426,4567336,F,PL,72,,LE MANS,72000,19563,4800795,960,0,5,MG,N,N,0
F,MP,9,,FOIX,9000,160750,4296196,D,PS,55,,MAINZ,55116,827106,5000003,25000,0,136,MG,N,N,0
F,CE,45,,SARAN,45770,188454,4794378,F,CH,51,,VITRY-LE-FRAN�OIS,51300,458843,4872504,5800,0,44,MG,N,N,0
F,RP,78,,FRENEUSE,78840,160084,4904824,F,BR,22,,GUINGAMP,22200,-314954,4856282,2000,0,30,MG,N,N,0
F,BF,71,,SAINT-GERMAIN-DU-PLAIN,71370,498454,4669959,F,NP,59,,BAILLEUL,59270,273351,5073489,2000,180,30,MG,N,N,0
F,NP,59,,VALENCIENNES,59300,352133,5035694,F,CE,37,,TOURS,37000,68971,4739038,25000,0,134,MG,N,N,0
I,2,VEN,37,VERONA,37121,1099649,4544183,I,6,LAZ,0,ROMA,124,1236480,4173780,24000,0,136,MG,N,N,0
F,RA,1,,CH�TILLON-EN-MICHAILLE,1200,580017,4614303,F,CE,45,,ORL�ANS,45000,190790,4791025,5000,0,130,MG,N,N,0
PL,5,5,57,RADKOW,57-410,1648458,5052750,D,PS,67,,WORMS,67547,836262,4963015,22304,0,136,MG,N,N,0
F,PL,44,,SAVENAY,44260,-194216,4736077,D,SA,39,,MAGDEBURG,39104,1162820,5213181,8200,0,40,MG,N,N,0
F,OC,11,,L�ZIGNAN-CORBI�RES,11200,275713,4320091,F,MP,81,,CASTRES,81100,224203,4360789,24000,0,136,BE,N,N,0
F,PL,53,,�VRON,53600,-40075,4815344,F,PR,4,,SISTERON,4200,594325,4419020,7900,0,65,MD,N,N,0
D,SA,6,,HALLE,6126,1190130,5147490,B,WV,85,,WEVELGEM,8560,320398,5084235,20000,0,136,MG,N,N,0
F,PL,44,,ANCENIS,44150,-118281,4737350,F,AU,87,,LIMOGES,87000,125606,4582625,420,0,12,MG,N,N,0
F,PL,49,,MONTREUIL-BELLAY,49260,-15239,4713165,F,NO,50,,VILLEDIEU-LES-PO�LES,50800,-122113,4883824,1500,0,80,MG,N,N,0
